id,'checking_status','duration','credit_history','purpose','credit_amount','savings_status','employment','installment_commitment','personal_status','other_parties','residence_since','property_magnitude','age','other_payment_plans','housing','existing_credits','job','num_dependents','own_telephone','foreign_worker','class'
LON180,<0,21,critical/other existing credit,new car,62810,Less than 10000,>=7,4,male single,none,4,real estate,65,none,own,2,skilled,1,none,yes,good
LON181,no checking,36,delayed previously,business,1052920,Less than 10000,<1,1,male div/sep,none,1,car,28,none,own,2,skilled,1,none,yes,bad
LON182,0<=X<200,36,delayed previously,business,490050,Less than 10000,1<=X<4,2,male div/sep,none,2,real estate,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON183,<0,21,all paid,new car,181170,No Savings,1<=X<4,4,male single,none,2,life insurance,40,none,own,2,unskilled resident,2,none,yes,bad
LON184,no checking,24,critical/other existing credit,furniture/equipment,415470,"1,00000 or Above",1<=X<4,4,male single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,good
LON185,0<=X<200,18,critical/other existing credit,new car,97240,Less than 10000,>=7,4,male single,none,4,car,36,bank,own,1,skilled,2,yes,yes,bad
LON186,no checking,15,critical/other existing credit,radio/tv,149600,Less than 10000,1<=X<4,4,male single,none,2,life insurance,31,none,own,2,skilled,1,none,yes,good
LON187,0<=X<200,9,all paid,used car,564190,Less than 10000,>=7,2,female div/dep/mar,none,4,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,bad
LON188,0<=X<200,16,critical/other existing credit,new car,129250,Less than 10000,unemployed,2,male single,none,3,car,68,none,for free,3,unemp/unskilled non res,1,yes,yes,good
LON189,<0,12,existing paid,radio/tv,74140,10000 - 49999,4<=X<7,4,male mar/wid,none,1,life insurance,20,none,own,1,skilled,1,none,yes,bad
LON190,0<=X<200,18,no credits/all paid,furniture/equipment,356840,Less than 10000,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,yes,yes,good
LON191,no checking,24,existing paid,business,505010,"1,00000 or Above",1<=X<4,2,male single,none,3,life insurance,54,none,own,3,high qualif/self emp/mgmt,1,yes,yes,bad
LON192,0<=X<200,48,no credits/all paid,business,422840,10000 - 49999,4<=X<7,4,male single,none,4,no known property,34,none,for free,1,unskilled resident,2,none,yes,bad
LON193,0<=X<200,27,existing paid,business,430650,Less than 10000,1<=X<4,4,male single,none,2,car,36,none,own,1,skilled,2,yes,yes,bad
LON194,no checking,6,existing paid,radio/tv,231880,Less than 10000,4<=X<7,2,male mar/wid,none,2,real estate,29,none,rent,1,skilled,1,none,yes,good
LON195,0<=X<200,45,existing paid,radio/tv,333410,10000 - 49999,1<=X<4,4,male single,guarantor,4,life insurance,21,none,rent,1,skilled,1,none,yes,bad
LON196,0<=X<200,9,critical/other existing credit,education,165110,Less than 10000,>=7,2,female div/dep/mar,none,3,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON197,no checking,6,critical/other existing credit,radio/tv,152020,Less than 10000,1<=X<4,1,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,yes,yes,good
LON198,0<=X<200,12,existing paid,furniture/equipment,104610,10000 - 49999,<1,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,none,yes,bad
LON199,0<=X<200,24,existing paid,used car,303600,No Savings,>=7,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,yes,yes,good
LON200,0<=X<200,18,delayed previously,furniture/equipment,472670,Less than 10000,>=7,4,male div/sep,none,3,no known property,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON201,no checking,9,critical/other existing credit,education,102960,50000 - 99999,>=7,4,male single,none,2,car,52,none,own,2,skilled,1,yes,yes,good
LON202,<0,12,existing paid,new car,128480,Less than 10000,1<=X<4,4,male mar/wid,none,3,real estate,27,none,own,1,unskilled resident,1,none,yes,good
LON203,no checking,27,delayed previously,business,562870,Less than 10000,4<=X<7,3,male single,none,4,car,26,none,own,2,skilled,1,none,yes,good
LON204,<0,12,existing paid,retraining,99220,Less than 10000,4<=X<7,4,male mar/wid,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,bad
LON205,no checking,12,critical/other existing credit,new car,164450,Less than 10000,>=7,4,male single,none,1,real estate,38,none,own,2,unskilled resident,2,none,yes,good
LON206,<0,30,critical/other existing credit,used car,1168530,Less than 10000,>=7,3,male single,none,4,no known property,38,none,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
LON207,no checking,12,critical/other existing credit,furniture/equipment,212850,Less than 10000,>=7,4,male single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,good
LON208,0<=X<200,12,critical/other existing credit,domestic appliance,156640,Less than 10000,4<=X<7,4,male single,none,3,life insurance,26,none,own,1,skilled,1,none,yes,good
LON209,<0,24,existing paid,business,722480,Less than 10000,1<=X<4,2,male mar/wid,none,2,car,21,stores,own,1,unskilled resident,1,none,yes,good
LON210,no checking,12,existing paid,used car,155430,"1,00000 or Above",4<=X<7,3,male single,none,2,life insurance,55,none,own,1,skilled,1,none,no,good
LON211,no checking,9,critical/other existing credit,radio/tv,338140,No Savings,1<=X<4,1,male single,none,2,real estate,33,none,own,2,skilled,2,none,yes,good
LON212,no checking,36,existing paid,radio/tv,421850,No Savings,>=7,2,female div/dep/mar,none,4,real estate,45,none,own,1,unskilled resident,1,yes,yes,good
LON213,<0,27,no credits/all paid,business,582230,Less than 10000,unemployed,2,male single,none,4,life insurance,50,stores,own,2,skilled,1,yes,yes,bad
LON214,>=200,30,delayed previously,business,209880,Less than 10000,>=7,4,male single,none,4,real estate,66,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON215,no checking,36,critical/other existing credit,radio/tv,367620,No Savings,>=7,4,male single,none,2,car,51,none,own,1,skilled,1,yes,yes,good
LON216,0<=X<200,6,critical/other existing credit,retraining,102520,No Savings,4<=X<7,1,female div/dep/mar,none,3,life insurance,39,none,own,2,unskilled resident,1,none,yes,good
LON217,<0,18,no credits/all paid,business,341440,Less than 10000,4<=X<7,3,male single,none,1,life insurance,31,bank,own,1,skilled,1,yes,yes,good
LON218,>=200,36,existing paid,radio/tv,430430,Less than 10000,1<=X<4,2,male single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,good
LON219,<0,24,existing paid,furniture/equipment,332310,Less than 10000,1<=X<4,2,male div/sep,none,2,real estate,24,none,rent,1,unskilled resident,1,none,yes,good
LON220,no checking,10,existing paid,new car,150040,Less than 10000,1<=X<4,2,female div/dep/mar,none,4,car,64,none,own,1,skilled,1,yes,yes,good
LON221,0<=X<200,12,existing paid,radio/tv,68750,Less than 10000,<1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,none,yes,good
LON222,<0,12,existing paid,education,132000,No Savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,23,bank,rent,1,skilled,1,yes,yes,good
LON223,no checking,12,existing paid,radio/tv,77770,Less than 10000,1<=X<4,4,male single,none,2,real estate,30,bank,own,2,skilled,1,none,yes,good
LON224,no checking,24,delayed previously,business,327580,No Savings,1<=X<4,4,male single,none,4,real estate,32,none,own,2,skilled,2,yes,yes,good
LON225,no checking,15,existing paid,used car,512270,Less than 10000,1<=X<4,3,male single,none,2,car,30,none,own,1,skilled,1,yes,yes,good
LON226,no checking,36,no credits/all paid,repairs,287430,Less than 10000,1<=X<4,4,male single,none,2,car,27,none,own,2,skilled,1,none,yes,good
LON227,0<=X<200,48,existing paid,radio/tv,1205710,"1,00000 or Above",4<=X<7,1,male single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,yes,bad
LON228,<0,12,existing paid,furniture/equipment,865150,Less than 10000,>=7,4,male single,none,4,no known property,53,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON229,no checking,9,existing paid,radio/tv,162580,Less than 10000,4<=X<7,4,male single,none,2,car,22,none,own,1,skilled,1,none,yes,bad
LON230,<0,24,existing paid,furniture/equipment,346390,Less than 10000,<1,4,male single,none,1,no known property,22,bank,for free,1,skilled,1,none,yes,good
LON231,>=200,36,existing paid,radio/tv,463100,Less than 10000,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,none,yes,bad
LON232,no checking,9,existing paid,new car,275770,50000 - 99999,>=7,2,male single,none,4,no known property,51,none,for free,1,unskilled resident,1,none,yes,good
LON233,no checking,12,existing paid,radio/tv,235510,10000 - 49999,4<=X<7,3,male single,none,1,no known property,35,none,own,1,skilled,1,none,yes,good
LON234,0<=X<200,18,existing paid,radio/tv,95260,Less than 10000,1<=X<4,4,male mar/wid,guarantor,2,real estate,25,none,own,1,unskilled resident,1,none,yes,good
LON235,no checking,4,critical/other existing credit,radio/tv,169840,Less than 10000,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,good
LON236,<0,24,existing paid,radio/tv,200530,Less than 10000,unemployed,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,2,none,yes,bad
LON237,0<=X<200,6,existing paid,new car,1601050,No Savings,unemployed,1,male single,none,2,life insurance,23,none,own,1,unemp/unskilled non res,1,yes,yes,bad
LON238,0<=X<200,21,existing paid,business,304370,10000 - 49999,>=7,4,male div/sep,none,2,car,61,bank,rent,2,unskilled resident,1,none,yes,bad
LON239,no checking,12,critical/other existing credit,radio/tv,142010,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,2,skilled,1,none,yes,good
LON240,<0,30,existing paid,radio/tv,277420,Less than 10000,>=7,1,male single,guarantor,3,life insurance,39,none,own,1,skilled,2,none,yes,good
LON241,<0,24,existing paid,new car,100650,No Savings,>=7,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,bad
LON242,no checking,6,existing paid,radio/tv,175450,Less than 10000,4<=X<7,3,male single,none,2,life insurance,51,none,own,1,skilled,2,none,yes,good
LON243,<0,48,no credits/all paid,used car,506550,Less than 10000,>=7,3,male single,none,4,no known property,24,none,for free,2,skilled,2,none,yes,bad
LON244,no checking,12,critical/other existing credit,business,130350,Less than 10000,1<=X<4,3,female div/dep/mar,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
LON245,no checking,12,all paid,retraining,379170,50000 - 99999,1<=X<4,4,female div/dep/mar,none,3,real estate,35,none,own,1,unskilled resident,2,none,yes,good
LON246,no checking,24,existing paid,business,138380,Less than 10000,4<=X<7,4,male single,none,1,real estate,25,none,own,1,skilled,1,yes,yes,good
LON247,no checking,12,critical/other existing credit,radio/tv,78870,Less than 10000,>=7,4,male single,none,4,real estate,52,none,own,3,skilled,1,none,yes,good
LON248,no checking,6,no credits/all paid,new car,132440,10000 - 49999,1<=X<4,4,male single,none,1,no known property,35,bank,rent,1,skilled,1,none,no,good
LON249,>=200,24,existing paid,furniture/equipment,211750,Less than 10000,1<=X<4,2,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
LON250,no checking,18,existing paid,radio/tv,47630,Less than 10000,unemployed,3,female div/dep/mar,co applicant,4,real estate,22,none,rent,1,skilled,1,none,yes,bad
LON251,<0,6,critical/other existing credit,new car,73260,"1,00000 or Above",4<=X<7,3,female div/dep/mar,none,4,real estate,39,none,own,2,unskilled resident,1,yes,yes,good
LON252,>=200,12,existing paid,furniture/equipment,247610,Less than 10000,1<=X<4,1,female div/dep/mar,none,2,car,46,none,own,1,unskilled resident,1,none,yes,good
LON253,0<=X<200,30,existing paid,new car,236500,Less than 10000,1<=X<4,4,female div/dep/mar,guarantor,2,no known property,24,bank,own,1,skilled,1,none,yes,bad
LON254,no checking,24,delayed previously,furniture/equipment,456610,10000 - 49999,1<=X<4,2,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,good
LON255,0<=X<200,9,existing paid,furniture/equipment,223300,No Savings,4<=X<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,good
LON256,0<=X<200,60,delayed previously,radio/tv,815980,No Savings,1<=X<4,1,male single,none,1,real estate,27,none,own,1,unskilled resident,1,none,yes,good
LON257,no checking,24,critical/other existing credit,radio/tv,295240,Less than 10000,1<=X<4,4,male single,none,2,real estate,35,none,own,2,unskilled resident,1,none,yes,good
LON258,<0,12,all paid,radio/tv,236390,Less than 10000,1<=X<4,4,male div/sep,none,1,no known property,29,none,for free,1,skilled,1,none,yes,bad
LON259,no checking,15,existing paid,used car,419320,10000 - 49999,<1,1,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,yes,yes,good
LON260,no checking,11,critical/other existing credit,radio/tv,126940,10000 - 49999,unemployed,4,female div/dep/mar,none,4,real estate,57,none,own,3,unskilled resident,1,none,yes,good
LON261,<0,12,existing paid,furniture/equipment,182270,Less than 10000,1<=X<4,2,male single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
LON262,<0,24,existing paid,radio/tv,176330,Less than 10000,>=7,4,female div/dep/mar,none,4,car,55,none,own,1,skilled,1,none,yes,good
LON263,<0,18,critical/other existing credit,new car,583220,Less than 10000,>=7,2,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
LON264,no checking,12,critical/other existing credit,education,302280,Less than 10000,>=7,2,female div/dep/mar,none,4,no known property,57,bank,for free,3,unskilled resident,1,none,yes,good
LON265,no checking,10,critical/other existing credit,new car,135410,Less than 10000,>=7,3,male single,none,4,real estate,32,none,own,2,unskilled resident,2,none,no,good
LON266,0<=X<200,15,existing paid,radio/tv,88220,Less than 10000,>=7,4,male single,none,3,car,37,none,own,1,skilled,2,none,yes,bad
LON267,no checking,36,critical/other existing credit,business,693440,No Savings,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
LON268,no checking,24,existing paid,radio/tv,168630,Less than 10000,<1,4,female div/dep/mar,none,3,car,38,stores,own,1,skilled,1,yes,yes,good
LON269,<0,14,existing paid,new car,987580,Less than 10000,>=7,1,male div/sep,none,4,life insurance,45,none,own,1,high qualif/self emp/mgmt,1,yes,no,bad
LON270,no checking,24,existing paid,radio/tv,109890,No Savings,>=7,4,male single,none,2,car,25,none,own,2,skilled,1,none,yes,good
LON271,no checking,18,existing paid,new car,292820,No Savings,4<=X<7,4,male single,none,3,life insurance,32,none,own,1,skilled,1,none,no,good
LON272,no checking,12,critical/other existing credit,furniture/equipment,154220,50000 - 99999,4<=X<7,3,female div/dep/mar,none,4,car,37,none,rent,1,skilled,1,yes,yes,good
LON273,0<=X<200,48,all paid,new car,1338590,No Savings,unemployed,4,male single,co applicant,4,no known property,36,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON274,0<=X<200,48,existing paid,radio/tv,336600,Less than 10000,4<=X<7,4,male single,none,4,real estate,28,none,own,2,skilled,1,none,yes,bad
LON275,<0,30,existing paid,repairs,1319780,Less than 10000,<1,1,male div/sep,none,1,no known property,34,none,own,1,unskilled resident,1,yes,yes,bad
LON276,no checking,9,existing paid,radio/tv,296670,Less than 10000,1<=X<4,1,male single,none,2,real estate,32,none,own,1,skilled,2,none,yes,good
LON277,no checking,18,critical/other existing credit,radio/tv,264440,Less than 10000,1<=X<4,2,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,none,yes,good
LON278,<0,12,existing paid,furniture/equipment,138820,No Savings,>=7,2,male div/sep,none,4,life insurance,49,none,own,1,unskilled resident,1,yes,yes,good
LON279,no checking,6,existing paid,furniture/equipment,507210,Less than 10000,<1,1,female div/dep/mar,none,4,life insurance,32,none,own,1,skilled,1,none,yes,bad
LON280,no checking,24,existing paid,radio/tv,209110,10000 - 49999,1<=X<4,4,male single,none,4,car,29,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON281,no checking,15,critical/other existing credit,used car,370480,"1,00000 or Above",>=7,3,male single,none,4,no known property,23,none,rent,2,skilled,1,yes,yes,good
LON282,no checking,12,existing paid,furniture/equipment,173140,Less than 10000,1<=X<4,4,male single,none,2,real estate,50,none,own,1,skilled,1,none,yes,good
LON283,>=200,18,all paid,radio/tv,158950,No Savings,4<=X<7,4,male single,none,4,car,49,bank,own,1,unskilled resident,1,none,yes,good
LON284,no checking,15,critical/other existing credit,furniture/equipment,167200,No Savings,>=7,4,male single,none,4,life insurance,63,none,own,1,skilled,1,none,yes,good
LON285,0<=X<200,24,critical/other existing credit,new car,426580,10000 - 49999,<1,4,male div/sep,none,2,car,37,none,own,1,skilled,1,yes,yes,good
LON286,<0,47,existing paid,new car,1179420,Less than 10000,<1,1,female div/dep/mar,none,1,real estate,35,none,own,1,unskilled resident,1,yes,yes,good
LON287,<0,48,existing paid,used car,526680,Less than 10000,4<=X<7,4,male single,none,3,life insurance,26,none,own,1,skilled,2,none,yes,good
LON288,0<=X<200,48,delayed previously,other,834020,10000 - 49999,unemployed,2,male single,none,4,no known property,31,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON289,0<=X<200,12,existing paid,radio/tv,120120,Less than 10000,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,49,none,own,2,skilled,1,yes,yes,good
LON290,<0,24,delayed previously,radio/tv,112640,Less than 10000,<1,4,male mar/wid,none,4,real estate,48,stores,own,1,skilled,1,none,yes,bad
LON291,no checking,12,existing paid,business,118360,Less than 10000,1<=X<4,2,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,no,good
LON292,0<=X<200,36,existing paid,used car,1033780,Less than 10000,<1,1,male mar/wid,none,4,car,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON293,<0,24,critical/other existing credit,used car,706090,Less than 10000,>=7,2,female div/dep/mar,none,4,no known property,44,none,for free,2,high qualif/self emp/mgmt,2,yes,yes,good
LON294,>=200,42,critical/other existing credit,used car,527560,Less than 10000,>=7,4,male single,none,4,no known property,56,none,for free,1,skilled,1,none,yes,good
LON295,no checking,48,critical/other existing credit,business,839190,No Savings,>=7,4,male div/sep,none,2,car,46,bank,own,2,high qualif/self emp/mgmt,2,none,yes,good
LON296,0<=X<200,48,existing paid,furniture/equipment,1095600,Less than 10000,<1,1,female div/dep/mar,none,2,car,26,none,own,1,skilled,1,yes,yes,bad
LON297,no checking,12,existing paid,used car,514250,No Savings,<1,1,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,good
LON298,no checking,10,existing paid,new car,141570,No Savings,>=7,4,male single,co applicant,2,life insurance,45,none,own,1,unskilled resident,1,none,no,good
LON299,no checking,18,existing paid,furniture/equipment,276650,Less than 10000,1<=X<4,3,male single,none,4,real estate,43,none,own,1,skilled,1,yes,yes,good
LON300,0<=X<200,21,critical/other existing credit,furniture/equipment,301950,"1,00000 or Above",4<=X<7,3,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good
LON301,no checking,6,existing paid,new car,73920,Less than 10000,unemployed,1,female div/dep/mar,none,4,real estate,54,none,own,1,unemp/unskilled non res,1,yes,yes,good
LON302,0<=X<200,36,no credits/all paid,radio/tv,418440,Less than 10000,1<=X<4,4,female div/dep/mar,none,1,car,42,none,own,1,skilled,1,yes,yes,bad
LON303,>=200,24,critical/other existing credit,new car,147840,No Savings,4<=X<7,4,male single,none,2,real estate,37,bank,own,2,unskilled resident,2,none,yes,bad
LON304,<0,10,critical/other existing credit,new car,114180,Less than 10000,4<=X<7,4,male single,co applicant,3,life insurance,49,none,own,2,skilled,1,yes,yes,good
LON305,no checking,48,critical/other existing credit,new car,1113970,50000 - 99999,1<=X<4,2,male single,none,2,no known property,44,bank,for free,1,skilled,1,none,yes,bad
LON306,no checking,6,existing paid,furniture/equipment,169730,"1,00000 or Above",1<=X<4,4,male div/sep,none,2,real estate,33,none,own,1,skilled,1,none,yes,good
LON307,no checking,30,existing paid,used car,529210,No Savings,4<=X<7,2,female div/dep/mar,none,4,life insurance,24,stores,rent,1,unskilled resident,1,none,yes,good
LON308,<0,12,existing paid,radio/tv,79970,10000 - 49999,<1,4,male mar/wid,none,3,no known property,33,none,own,1,unskilled resident,1,yes,yes,bad
LON309,0<=X<200,8,existing paid,furniture/equipment,136070,Less than 10000,1<=X<4,3,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,none,yes,bad
LON310,0<=X<200,9,existing paid,new car,30360,Less than 10000,1<=X<4,4,male mar/wid,none,4,real estate,22,none,rent,1,unskilled resident,1,none,yes,good
LON311,0<=X<200,48,existing paid,other,591910,No Savings,unemployed,3,male single,none,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,yes,good
LON312,no checking,24,existing paid,furniture/equipment,606210,10000 - 49999,1<=X<4,4,male single,none,1,car,25,stores,own,1,skilled,1,none,yes,good
LON313,>=200,24,existing paid,furniture/equipment,412390,Less than 10000,<1,2,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,good
LON314,0<=X<200,12,existing paid,new car,75350,Less than 10000,4<=X<7,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,yes,bad
LON315,>=200,4,existing paid,new car,164340,No Savings,<1,1,male single,none,2,real estate,29,none,own,1,unskilled resident,2,none,no,good
LON316,<0,36,all paid,furniture/equipment,302060,Less than 10000,>=7,4,male single,none,4,car,31,bank,own,1,skilled,1,none,yes,bad
LON317,<0,12,existing paid,furniture/equipment,77880,Less than 10000,1<=X<4,2,male single,guarantor,3,life insurance,38,none,own,1,unskilled resident,2,none,yes,good
LON318,0<=X<200,24,existing paid,furniture/equipment,478610,No Savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,48,none,own,1,unskilled resident,1,yes,yes,good
LON319,no checking,12,critical/other existing credit,education,77110,Less than 10000,1<=X<4,4,male single,none,2,car,32,none,own,2,skilled,1,none,yes,good
LON320,<0,15,delayed previously,furniture/equipment,400730,Less than 10000,>=7,1,female div/dep/mar,none,4,life insurance,27,none,own,2,unskilled resident,1,none,yes,good
LON321,0<=X<200,30,critical/other existing credit,new car,467390,Less than 10000,unemployed,4,male mar/wid,none,2,car,28,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
LON322,<0,24,existing paid,radio/tv,213180,Less than 10000,<1,4,male div/sep,none,3,life insurance,32,none,own,1,skilled,1,none,yes,bad
LON323,<0,24,existing paid,used car,320100,Less than 10000,4<=X<7,2,male single,none,1,no known property,34,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON324,<0,18,existing paid,furniture/equipment,292490,"1,00000 or Above",1<=X<4,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,good
LON325,no checking,18,critical/other existing credit,new car,113080,Less than 10000,1<=X<4,4,female div/dep/mar,none,3,real estate,36,none,own,2,skilled,1,none,yes,good
LON326,<0,8,critical/other existing credit,new car,373780,Less than 10000,4<=X<7,1,male single,none,4,real estate,39,none,own,2,unskilled resident,1,none,no,good
LON327,no checking,12,critical/other existing credit,furniture/equipment,638110,No Savings,>=7,2,male single,none,4,life insurance,49,none,rent,1,skilled,1,yes,yes,good
LON328,no checking,24,existing paid,new car,167750,"1,00000 or Above",4<=X<7,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,yes,yes,good
LON329,>=200,36,existing paid,radio/tv,492030,Less than 10000,>=7,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
LON330,0<=X<200,6,existing paid,radio/tv,117480,Less than 10000,>=7,4,male single,none,4,car,28,none,own,1,skilled,2,none,yes,good
LON331,<0,24,critical/other existing credit,used car,727650,Less than 10000,unemployed,2,male single,none,4,no known property,75,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,good
LON332,no checking,18,critical/other existing credit,education,205040,10000 - 49999,1<=X<4,4,female div/dep/mar,none,2,real estate,30,none,own,2,skilled,1,none,yes,bad
LON333,0<=X<200,60,existing paid,new car,814880,10000 - 49999,<1,4,female div/dep/mar,none,2,life insurance,24,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
LON334,no checking,48,critical/other existing credit,used car,1274900,10000 - 49999,1<=X<4,2,female div/dep/mar,none,4,car,24,bank,rent,2,unskilled resident,1,none,yes,bad
LON335,<0,24,no credits/all paid,furniture/equipment,452100,Less than 10000,>=7,3,male single,none,4,no known property,23,bank,rent,2,skilled,2,none,yes,bad
LON336,<0,6,critical/other existing credit,furniture/equipment,372240,Less than 10000,1<=X<4,1,male div/sep,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON337,0<=X<200,13,existing paid,radio/tv,231110,Less than 10000,<1,2,female div/dep/mar,guarantor,4,life insurance,23,none,own,1,unskilled resident,1,none,yes,good
LON338,<0,15,existing paid,domestic appliance,140250,No Savings,1<=X<4,4,female div/dep/mar,none,2,car,24,none,rent,1,skilled,1,none,yes,bad
LON339,<0,24,existing paid,furniture/equipment,458590,Less than 10000,1<=X<4,4,male single,none,4,life insurance,28,none,own,1,skilled,1,none,yes,good
LON340,0<=X<200,10,existing paid,furniture/equipment,167310,Less than 10000,1<=X<4,4,male div/sep,none,2,car,31,none,own,1,unskilled resident,1,none,yes,good
LON341,0<=X<200,24,critical/other existing credit,education,631730,Less than 10000,<1,2,female div/dep/mar,none,4,no known property,24,none,for free,2,skilled,1,yes,yes,good
LON342,<0,21,existing paid,furniture/equipment,395890,Less than 10000,4<=X<7,1,female div/dep/mar,none,4,car,26,none,rent,1,unskilled resident,1,none,yes,good
LON343,0<=X<200,18,existing paid,radio/tv,353430,50000 - 99999,<1,1,male mar/wid,none,3,real estate,25,none,rent,1,skilled,1,none,yes,good
LON344,0<=X<200,18,existing paid,business,488290,Less than 10000,>=7,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON345,>=200,10,existing paid,new car,434390,Less than 10000,<1,1,male single,guarantor,1,life insurance,37,none,own,1,unskilled resident,2,none,yes,good
LON346,no checking,15,critical/other existing credit,radio/tv,160490,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,car,43,none,own,1,unskilled resident,1,none,yes,good
LON347,0<=X<200,13,critical/other existing credit,radio/tv,97020,Less than 10000,<1,4,male single,guarantor,4,real estate,23,none,own,2,skilled,1,none,yes,good
LON348,0<=X<200,24,existing paid,radio/tv,413380,50000 - 99999,unemployed,1,female div/dep/mar,none,4,no known property,23,none,rent,1,unemp/unskilled non res,1,none,yes,good
LON349,no checking,6,delayed previously,business,191730,10000 - 49999,1<=X<4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,1,none,yes,good
LON350,0<=X<200,9,critical/other existing credit,education,124960,"1,00000 or Above",>=7,4,male single,none,3,no known property,32,none,for free,2,skilled,2,none,yes,bad
LON351,no checking,9,existing paid,domestic appliance,135960,Less than 10000,<1,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,good
LON352,0<=X<200,9,existing paid,furniture/equipment,105490,Less than 10000,1<=X<4,1,female div/dep/mar,none,2,car,29,none,own,1,skilled,1,none,no,bad
LON353,no checking,18,critical/other existing credit,used car,355190,No Savings,unemployed,2,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON354,<0,12,no credits/all paid,radio/tv,681890,Less than 10000,1<=X<4,4,male single,none,2,life insurance,28,none,rent,2,skilled,1,yes,yes,bad
LON355,no checking,10,existing paid,education,79970,50000 - 99999,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,good
LON356,0<=X<200,24,existing paid,new car,137060,Less than 10000,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,yes,bad
LON357,no checking,12,critical/other existing credit,radio/tv,256410,No Savings,>=7,1,male single,co applicant,4,real estate,49,none,own,1,skilled,1,yes,yes,good
LON358,no checking,36,delayed previously,radio/tv,490930,Less than 10000,1<=X<4,4,male single,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON359,no checking,12,existing paid,radio/tv,85360,Less than 10000,1<=X<4,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
